Transaction ID,Date,Weekday,Month,Category,Amount,Transaction Type,Payment Method,Merchant,User ID
5fd68015-67bc-41bf-bd6d-fa03162df5c4,2024-05-31,4,5,Shopping,364.05,Income,Cash,"Washington, Moore and Green",d734fda5-5d31-4e20-add9-11e1e9eb2be0
fa138636-853c-4fe7-9179-580ce5ec4e5b,2024-07-21,6,7,Rent,1294.74,Expense,Credit Card,Graham Inc,375eaba3-8f43-4702-95d6-aa947fe922e1
0c32dc94-485a-4508-a9b3-52ceff40abae,2024-04-01,0,4,Groceries,68.43,Income,Debit Card,"Harris, Cervantes and Lee",d9ac1180-6472-4dcc-b7d8-17e182e0edf6
a26fcc48-d54c-4653-9a07-e1761cc546c8,2024-09-03,1,9,Shopping,322.94,Expense,Credit Card,"White, Price and Boyd",060a5ec3-8485-47a3-a4fa-a3d661ee5c12
96be4e38-7b38-49d2-85aa-525df1ceb382,2024-07-29,0,7,Transport,175.26,Income,Cash,Butler-Allen,cfc2d1ad-2fb8-40da-8ca9-82c70676676d
037614ae-5d56-44c1-bfaf-473d7c0aae61,2024-02-25,6,2,Dining,174.96,Expense,Debit Card,"Harris, Ortiz and Olsen",01775527-dfac-479b-b868-27f247e9f13f
3c1ff1e7-0920-4977-8f70-c4f327c78900,2024-08-28,2,8,Health,60.13,Income,Cash,Chavez Inc,1c88b791-aea5-43bf-a45a-f1fa43ce2906
7317508a-49e7-41e9-b8e6-c905cdf22607,2024-03-24,6,3,Entertainment,205.65,Income,Bank Transfer,Porter PLC,a18001e4-2ce8-48c9-942b-37673a488c5e
b94a6812-fd46-40d5-a85b-1640af6bcc50,2024-02-25,6,2,Utilities,359.96,Expense,Bank Transfer,"Gordon, Ramirez and Duncan",d2bf0099-7fad-40bc-a865-c56542914a52
9c59b7f6-203f-474e-a041-4805bdce2975,2024-06-10,0,6,Groceries,163.21,Income,Cash,Daniel and Sons,92f8bc43-bb20-4cd6-a52d-2813f09c8858
4f333567-c083-464a-a42c-d80e36da2641,2024-07-17,2,7,Shopping,977.93,Expense,Debit Card,Shelton and Sons,15e18488-83db-4c3b-aaa3-6268cc573227
587ad8e9-d43a-4225-9df7-a72ffdfc8b51,2024-10-30,2,10,Utilities,83.96,Income,Credit Card,"Shaw, Mccoy and Estrada",804d5d33-aa2f-474b-9347-3e04eb90287e
d1a0c29d-8194-4d55-8ca7-43fd96eb1756,2024-01-10,2,1,Shopping,11.93,Income,Credit Card,Greene PLC,04f83fca-4345-4edb-8ff9-5a14b94cfcf4
b922183f-64df-435c-bb2a-faf635360a95,2024-08-30,4,8,Rent,1244.53,Income,Debit Card,Kim LLC,d43d753e-544d-4316-8d58-81c8c717fa7d
9a2febff-5c01-4cae-bbe1-21bb2f889ec3,2024-02-19,0,2,Groceries,83.07,Expense,Credit Card,Taylor-Freeman,b42823dc-b083-4426-a244-02fccc193642
2f74560f-2df0-4041-bbff-fc1bb4c06d88,2024-10-03,3,10,Rent,732.11,Income,Debit Card,Garcia LLC,2560a5c5-3cf4-42fb-992a-a26cff25b9d2
6471262f-18a9-4290-86f2-e52c0cd8e5f9,2024-05-04,5,5,Entertainment,230.71,Expense,Bank Transfer,"Grimes, Lopez and Russo",714d901d-e858-46ff-aeae-1467911322f9
b4621383-15d9-4262-98ba-f38f5c8ab5a0,2024-04-08,0,4,Groceries,123.56,Expense,Bank Transfer,"Foster, Briggs and Hinton",01143320-6c0d-410f-9188-f833c807607d
f589071e-c660-49d3-ac69-dba066239332,2024-07-31,2,7,Transport,507.99,Expense,Cash,Whitaker-Logan,3304f93e-3988-4ea8-9b32-8860e0f580bb
b8b78255-d037-4baf-ad14-96256cdc0693,2024-08-13,1,8,Transport,914.91,Expense,Credit Card,Avery LLC,d80582d9-52de-4a0f-b6db-a97fd3f3f116
65264d3b-67f6-430a-9330-b631a4335450,2024-02-27,1,2,Health,843.11,Income,Credit Card,"Torres, Moyer and Jones",15f18e3f-8314-4f71-97ef-bc92ae216ba1
a889f38a-2275-46af-a581-c40be99dfbab,2024-03-23,5,3,Dining,603.53,Expense,Bank Transfer,Chavez and Sons,953c4702-1e61-42ba-92c7-19e3bca020eb
f92f34b4-4359-4e40-898e-f9c316572edb,2024-10-02,2,10,Transport,831.34,Income,Cash,Rivera-Diaz,eff06023-6929-4548-8678-ba620de14b43
aa17025d-b1ef-4818-948e-72706ec0e91d,2024-03-25,0,3,Rent,1944.76,Expense,Cash,"Peterson, Bullock and Brown",bcc7303f-e1da-414e-b547-c87b60d2dfb7
5aee060c-5c54-4245-9fbe-f031a618130e,2024-06-12,2,6,Shopping,827.59,Income,Debit Card,"Montgomery, Goodwin and Jones",ff894144-610c-43dc-98d1-6c74f538414e
0fbaaaba-67ed-498f-b15c-998b95d650e5,2024-06-09,6,6,Health,134.63,Expense,Debit Card,"White, Gonzalez and Hill",92c727b6-b590-4eea-9275-328c4e6ccf9a
1aa8fcd7-afb0-4328-98f3-25c0cc77f138,2024-11-03,6,11,Rent,1479.7,Income,Bank Transfer,Young-Estrada,e32a96fd-3275-49f1-84d8-48a8bcea71e5
4bf85285-27b3-4337-b94d-4236407f3f10,2024-09-21,5,9,Entertainment,760.93,Income,Bank Transfer,"Garcia, Barnes and Jordan",7828fcc2-77c9-49c1-bf58-f9421ea0c939
45fe72ec-e693-4d49-b54c-c0334586143c,2024-10-23,2,10,Shopping,175.99,Income,Cash,White Inc,4d30534f-ae02-48d9-af99-1987db9bca04
cf61a3e6-1b93-4086-a54d-26e2f7916b38,2024-02-20,1,2,Entertainment,637.18,Expense,Cash,"Bauer, Skinner and Lee",bb8a6b03-ab0c-4272-97b7-89cc8361fd9e
eab0ccb6-073b-40a7-938a-fe91aeb6b8f0,2024-11-07,3,11,Dining,624.52,Income,Bank Transfer,Scott and Sons,19d6f0c7-53a0-419f-b425-c57a1a9cecfd
ed98dc6d-9746-4f46-ad39-61c3a960f20f,2024-01-13,5,1,Utilities,440.15,Income,Bank Transfer,Fernandez-Chandler,bc4c7686-8190-4d65-83c6-1fc353b18cc9
19e31a3f-7955-40b1-ab15-288e3c32cb12,2024-03-20,2,3,Rent,1109.15,Income,Debit Card,Evans and Sons,166b6fd8-5297-470c-b4ba-d423bc6d9653
bb5b7ded-6d2e-4d15-a672-bfe1515d1ee1,2024-03-25,0,3,Groceries,130.41,Expense,Debit Card,Rollins Ltd,10c09270-39a4-4ec7-bf08-b2ab4b75301d
9afe7c4c-13ed-44c8-b689-a6197082cd98,2024-09-27,4,9,Dining,928.46,Expense,Cash,"Stuart, Burch and English",ce70b6c9-ee05-4741-baf0-92fa6176ac96
723cc0d5-42dd-4930-9926-0b57c27bb79b,2024-03-16,5,3,Utilities,311.53,Income,Credit Card,"Miller, Howard and Green",efd13d60-3e3c-44d1-b60f-b1f2fdb59d06
e642c631-f1ec-464d-8183-4198a23e0ab6,2024-09-05,3,9,Groceries,122.17,Expense,Credit Card,Morris Inc,8b650a02-6900-44be-8d02-08837c198906
ac8e0f04-b078-4008-a407-ab7ff6c3701a,2024-08-09,4,8,Health,700.51,Income,Debit Card,Johnson PLC,a51ca362-f253-4ad3-91d2-152922091ae2
574b3ec0-4134-4e30-b9d0-2501e6ff8f1c,2024-08-17,5,8,Shopping,418.12,Income,Debit Card,"Watts, Thompson and Hunt",1e55c873-75fb-44b0-98b8-ebfb4dbb58c3
f4435eb6-92a9-40c7-aae9-1bd98e8105c1,2024-09-18,2,9,Health,385.03,Expense,Debit Card,"Baird, Avila and Beck",6d5e4db6-15d4-400c-b8cb-90b083a4595e
4b18247b-f101-4dc3-9e80-6f8a2d0e059b,2024-10-15,1,10,Transport,265.39,Expense,Credit Card,"Jacobs, Rodriguez and Turner",56b5d490-6b11-4b61-baca-678d3fb1cbdc
846d7318-ebaf-4a88-b78c-50443347686f,2024-02-08,3,2,Entertainment,415.53,Expense,Credit Card,Rodriguez-Walker,d94497fe-4a71-446d-b13c-a8e17748390c
6de9a6a5-19b8-450b-ae5b-005d14ec9004,2024-05-29,2,5,Rent,902.65,Expense,Credit Card,Flores and Sons,05142483-ae94-4125-b3e2-85f639fd015e
b1bfe0c4-cb14-45e2-ab0e-9265c09967e8,2024-07-07,6,7,Transport,152.57,Expense,Credit Card,Reyes Inc,42792e8d-b367-4e98-bf87-224c20869742
c0bd78d8-9b00-47c6-aae8-1d4a010a2782,2024-07-06,5,7,Rent,776.52,Expense,Bank Transfer,Richmond-Ballard,ca1867a6-7413-4788-9ba7-04fc2c907ca5
4d75b0ee-9845-4796-8411-7517d0b79f3f,2024-07-24,2,7,Dining,911.89,Income,Bank Transfer,Alvarado Group,23f30208-7378-48e5-8505-61229f2dd759
240c18f8-fc67-4bef-b241-00526d1a6677,2024-08-18,6,8,Transport,424.0,Expense,Credit Card,Nelson PLC,32043de9-9ce4-431e-ab71-aca26e16a204
1b10114b-fa4c-4d81-8183-76299da90ea1,2024-01-26,4,1,Rent,688.81,Expense,Debit Card,"Bennett, Wallace and Frost",be4eb66d-5042-446c-b3c7-a052a1ffa8fc
b0b428b0-6297-4a1c-8ee6-2d71ef9e096c,2024-09-24,1,9,Transport,612.77,Income,Bank Transfer,Henry-Green,1df51404-e22d-439f-8775-5f0be37e9424
5d165771-a360-4c11-a4d1-69ebd21736e1,2024-08-23,4,8,Dining,167.77,Expense,Cash,Wright-Martinez,cc9c1447-5382-4a27-95ba-55e3f978c040
1a518da3-d682-4d19-a41e-971f42afea02,2024-01-01,0,1,Health,685.97,Income,Bank Transfer,Rodriguez-Mccarthy,e70f3b0a-bbb1-447a-987e-4dfb8a9fe040
df7ff285-9a5e-4518-ba08-a5ac0c8248b1,2024-04-15,0,4,Rent,873.79,Expense,Debit Card,Martinez-Gray,70a44f2a-587f-4a7f-8806-011b5617be7b
0eb2d593-a1db-4192-96c5-d1e1d18ad2a7,2024-06-11,1,6,Utilities,460.75,Income,Bank Transfer,"Phillips, Scott and Kelly",9dd3c0d3-0fd2-4477-809d-e425a8faeb6a
ad5e84ea-689f-4d10-b255-c51c646ee45b,2024-05-16,3,5,Entertainment,405.67,Expense,Credit Card,"Brown, Hicks and Lucas",85d98480-c177-4b86-81d0-be42291426c1
35caa76d-f0c7-41ea-9daa-b6ea3098a5fa,2024-03-13,2,3,Entertainment,147.53,Expense,Credit Card,Williamson Group,e4dfd2e9-3757-4c21-8301-8d637c771403
8928f9ea-5be3-4054-aef8-545733e25f16,2024-04-29,0,4,Groceries,171.64,Income,Credit Card,"Vega, Diaz and Riley",e1cd8046-7697-4271-9b41-d9ffdf175ab2
83229450-3f4a-48ce-a8c7-73947754c64f,2024-10-28,0,10,Dining,304.6,Income,Bank Transfer,Hunt-Myers,25e546f1-9358-475d-a853-44aecd04244b
b298ea0a-a5ab-4a7b-b66e-a1ad5587df32,2024-02-25,6,2,Entertainment,842.82,Income,Cash,Perez-Schwartz,2d37f9ba-67be-44ab-abc2-4e093236c39b
76222b30-13aa-4091-98d1-f1b37f50a0d3,2024-07-14,6,7,Dining,660.37,Expense,Cash,Hanna Group,f717909b-3651-497a-9c78-8b435ef43ea4
5534dfcd-c1e3-4433-98d2-f3be57ad9822,2024-09-04,2,9,Utilities,106.22,Income,Debit Card,Rowland-Jacobs,0c333eae-ce89-43d4-9e8a-93c3ecdce9e9
9d86a0de-8578-435c-9170-5229aa5ccea4,2024-06-14,4,6,Groceries,99.72,Income,Cash,Shaw-Sandoval,69babc6b-89c2-498e-837f-d41c9b5ee09b
9b534f54-0fa6-4fe3-8d57-95ebc823bfc4,2024-04-01,0,4,Entertainment,623.86,Income,Debit Card,"Simon, Padilla and Meyer",46d6c31b-a0bc-4c69-b1c9-7a745344f500
b3682a24-3451-436c-9494-42f47259397c,2024-02-17,5,2,Health,589.54,Income,Cash,"Evans, Robinson and Collins",436832a4-1e63-4b45-b46e-ab5590e39327
409f77b1-5b31-4f5c-923b-fc2ce921f23d,2024-03-02,5,3,Entertainment,740.65,Expense,Cash,Bowen-Irwin,766db951-66c0-43b5-946d-5fe2087e2720
2481c95b-e8e7-46df-8fb0-297b25a3e6bb,2024-05-31,4,5,Utilities,301.07,Expense,Cash,"Finley, Ward and Green",c72c3b42-f2cf-4112-85c8-77654f2a32f9
b11822ff-ab73-49a1-be9d-d3cc28aca4da,2024-05-23,3,5,Shopping,202.14,Expense,Debit Card,Fields-Marshall,3378aa89-050d-4085-8a4f-3b37edb40129
6e5665df-763d-4fdb-abc0-560640617dbc,2024-05-22,2,5,Entertainment,24.6,Income,Debit Card,Peck-Marsh,73e933d3-f6f8-46ce-8ccc-48bd3b414302
710a3efc-e1ab-41a3-a8ad-b818f6ef23a4,2024-11-02,5,11,Dining,343.68,Expense,Credit Card,"Cain, Freeman and Jones",07356d8a-9530-4f89-801e-537aa50f3513
c43cd8ec-5a87-427a-a7d4-ca94b438e3b8,2024-06-02,6,6,Utilities,240.4,Expense,Debit Card,Howell LLC,d399b415-2b69-43d1-bcd7-a80a05eacd77
f35b4330-47ce-44a3-ba7c-a8aef75e0d0d,2024-11-06,2,11,Utilities,264.04,Income,Credit Card,Garcia-Barber,bd8cd213-b64e-47ae-9e4b-c2fc459e4234
27271498-836c-4a41-8cc4-67327fc01356,2024-01-25,3,1,Transport,194.92,Income,Debit Card,"Hernandez, Williams and Thomas",b332cc02-c1ce-41b3-9689-d72c515569f4
2de900c1-011e-421d-8743-e8c19e415791,2024-03-22,4,3,Groceries,82.43,Income,Credit Card,"Watts, Williams and Logan",41b81000-70f2-43a2-8dc9-237717fa9bc8
2d2e1889-721d-46de-9889-273ad4374745,2024-09-18,2,9,Health,52.96,Expense,Debit Card,"Armstrong, Erickson and Kidd",7b490ffb-3d9a-4129-a065-7718526eb0dd
07256699-9e37-4e92-b1b8-b77b3012f305,2024-07-14,6,7,Transport,100.36,Expense,Bank Transfer,Austin-Herman,c51df0ca-b3c6-45df-bae7-1f4b584d7735
8b4fc0e9-eda2-4d63-a072-42e85034f6d1,2024-04-23,1,4,Rent,1034.74,Income,Credit Card,Campbell-Summers,d2c69847-35f2-4a69-b211-8c063b5d2ba8
a271cc1e-d9d3-443f-a615-07c1c6df0266,2024-04-05,4,4,Dining,635.88,Expense,Cash,"Stephens, Parker and Cross",921b7da2-10f3-437c-97b7-e3816a14ad87
8fbb6ddb-4a7c-4852-b683-88273509855e,2024-01-17,2,1,Utilities,341.43,Income,Cash,Conner PLC,355d3715-16d5-46c1-8b6a-24ad234bf2fe
0c8d9375-cb6e-4185-ac17-db7d1e1514ec,2024-01-16,1,1,Health,309.02,Expense,Debit Card,Stanley-Clarke,43506e9f-bd44-462f-9b92-3c7ba956d140
5dbb5f6f-338b-4068-8a80-4e5894e75d36,2024-11-08,4,11,Transport,813.95,Expense,Debit Card,"Garner, Sanchez and Cowan",f716be44-1e66-4b66-aec2-8000ed610ea2
e254b249-bd41-4f06-bbe9-7332aecf418d,2024-07-07,6,7,Transport,236.41,Expense,Bank Transfer,"Pollard, Harris and Higgins",c03db6d0-ef6f-48c5-bbd5-3da3a6c2b43a
c2137a0d-f505-42dc-8adf-7237a16747c5,2024-10-02,2,10,Rent,1766.72,Income,Credit Card,"Flowers, Moon and Rodriguez",d4fbc996-26e0-47c6-915b-fda0b83f0063
28dbb62e-8804-4d28-99c4-0c69a02445a3,2024-02-08,3,2,Transport,716.92,Expense,Cash,Owen Ltd,aa475d40-6f0f-441e-a273-22130451bd09
3840fd35-f62a-4b30-aa3a-f54d91a87c1f,2024-03-14,3,3,Dining,931.94,Expense,Bank Transfer,Rice Group,aa722542-a280-4ce9-bdcc-810076182044
a9529fa4-15bf-4efd-acd7-61701d0dc3cd,2024-07-21,6,7,Rent,1245.82,Income,Cash,Stephens Inc,3c4c32ce-debf-4c16-ace9-bb6f277d05d7
662c8447-e327-4aef-bdb1-e7028e9eb173,2024-07-29,0,7,Shopping,949.65,Income,Bank Transfer,"Frazier, Browning and Townsend",ab8d811b-d713-478e-8c39-398d23f3853a
e1fc0ced-9baf-4427-b321-98d95b1ad512,2024-11-04,0,11,Entertainment,177.81,Expense,Cash,Allen-Howard,10578f94-a8cb-4e75-853b-06194f42889e
307301a4-ae7d-4081-a7cd-d8009b10bbbd,2024-01-27,5,1,Health,249.8,Income,Credit Card,Carter-Deleon,64046619-85fb-49dd-af50-2567b1a7a64f
b38f6de4-90c8-400b-bad0-8f4597826620,2024-04-06,5,4,Health,138.46,Expense,Cash,Martin-Aguirre,80901edf-3b46-4203-a824-b5b9a9df367e
24d60a2d-9f7d-4c8a-b7c4-84dd432e7406,2024-09-29,6,9,Health,241.26,Expense,Credit Card,Perez Group,134710eb-9f7f-4fdc-9852-2ed4a2388e95
0b5d41a6-9b71-444e-8290-a786521e6d7d,2024-04-11,3,4,Groceries,189.12,Income,Credit Card,"Day, Pena and Howell",2370c9e9-7ab0-4e1b-8460-fb275d7eda01
3dd4e253-9d9f-49c5-a055-b3f6e51d86f2,2024-07-21,6,7,Dining,158.07,Income,Bank Transfer,"Morgan, Johnston and Fowler",16f20d13-d4f1-48e0-a0a9-4cc2f0b79b3b
7b17aaf2-b7c9-48fc-99a3-959d6208ba82,2024-01-10,2,1,Transport,669.31,Income,Bank Transfer,Robinson PLC,f85e8e43-624d-4fc0-b1d4-36922f2f098e
c2d20aa3-f2b2-4c96-b766-00efd1edee4c,2024-05-04,5,5,Shopping,877.88,Income,Debit Card,Fernandez-Williams,939457cb-4cc9-4644-b137-80e22d91bd7c
932808cb-9da0-4874-8569-151964265a67,2024-05-31,4,5,Entertainment,694.27,Income,Credit Card,"Jackson, Mccarty and Cox",bd3443d9-54c9-4697-b97c-5ba75857c96e
ae1acb91-0069-4ad2-92cc-126906f7cf07,2024-03-11,0,3,Groceries,126.71,Expense,Credit Card,Hendrix Ltd,ecb8a955-b14d-4342-a749-c5c4f3673bd3
4f62d975-adb5-4978-9d38-81f1ae071ed8,2024-11-11,0,11,Rent,1647.94,Income,Credit Card,Ayala-Pierce,2425f74c-9839-4aea-bdc5-018c4f5efe58
5dcedf37-0e93-4e9e-8561-e8f77253486e,2024-01-02,1,1,Groceries,127.98,Income,Credit Card,Lindsey Ltd,775b583a-f877-4bc4-9b00-b5868ca35612
22799225-adb3-4657-b053-e0d7f937efb9,2024-01-06,5,1,Entertainment,43.07,Income,Credit Card,Garcia Ltd,9d871f74-5405-41d0-b4cd-ae7e73ba7afd
c701e4b7-582a-4740-a24a-67de0dfda103,2024-08-25,6,8,Health,938.58,Expense,Bank Transfer,Goodman-Burton,3db8e28b-8795-409f-bf0a-0c59f02e461d
fc235c28-f60e-46c9-86ab-765f130e7fea,2024-08-10,5,8,Shopping,709.18,Income,Credit Card,Thompson Ltd,0d5f6b72-b91d-4e74-9b17-7d1f4638ec10
821958a0-2198-4c38-bc9d-f1a9a3d0c09d,2024-03-30,5,3,Transport,932.93,Expense,Cash,Brown and Sons,98f23b16-e19f-4eb9-809c-413ae8bad221
d14ac60a-5770-4ab2-986e-b55d2c1d57a2,2024-06-25,1,6,Groceries,88.73,Income,Debit Card,Murphy-Howard,6e6ae1a6-27df-4dad-9d4a-dfa1f814294c
0e4775f8-a4c2-4928-8e4b-738e769b5877,2024-03-24,6,3,Health,481.24,Expense,Credit Card,Farmer-Simmons,bea2ceca-a7bd-4535-ae90-4535ed4d303c
cbf829fb-05e9-4fae-b3b2-cd043535898c,2024-03-23,5,3,Shopping,949.5,Income,Debit Card,Moore Inc,6fd90254-6dee-4228-a31a-ae61778aad6e
1e3a7553-2c9d-459a-9c74-ced59f7c7704,2024-07-25,3,7,Groceries,197.03,Expense,Cash,Burns Group,353924f4-da70-4690-9941-62c1290e9997
e3fb72a4-93bd-40cb-9d4a-bbbc4d8a84c2,2024-03-24,6,3,Shopping,158.57,Expense,Bank Transfer,"Bailey, Thompson and Dean",efcde670-65da-4984-b642-bde25e163455
947e63b9-105d-448d-a8dc-ca1b65d3aee8,2024-05-16,3,5,Entertainment,354.95,Income,Credit Card,Harper Ltd,086aab2e-9927-4876-9850-9503537fc927
4dcf5f7d-911b-448f-bbe5-1d02e56c04df,2024-08-14,2,8,Shopping,518.19,Expense,Debit Card,Jones-Evans,c2d12706-3542-4629-ab26-8eb75d4e889b
c15a796c-322b-4938-9891-92346d76c8d9,2024-06-19,2,6,Groceries,128.66,Income,Credit Card,Hodges-Meadows,594e4174-2ce5-428a-92ab-2064faa50308
820face4-c507-454c-8ac7-d726ef689d2b,2024-06-11,1,6,Dining,349.95,Income,Debit Card,Daniels-Browning,6aedf1cc-6fdd-4139-bf69-eb95fec1afaa
52c10ddf-a9fe-4e1a-a60e-26a95bac928a,2024-08-14,2,8,Health,464.14,Expense,Cash,"Crawford, Sharp and Morris",5d87fe81-dc8f-424a-a826-3e2d8f8c6efd
bacd62ec-995d-454c-b6c6-06166574b0a7,2024-01-21,6,1,Health,483.4,Expense,Bank Transfer,"Gutierrez, Ramirez and Rogers",a4233a70-95fd-42db-9fc2-252e197499ae
df9e1560-2329-4408-9dc2-3b335021c57d,2024-01-03,2,1,Health,529.22,Income,Bank Transfer,Gutierrez-Bryant,6cbc7e60-2a6a-4433-9f61-8c5f4f76cefd
7fe07d03-9c40-4722-b519-f70b60be505e,2024-04-11,3,4,Transport,73.04,Income,Bank Transfer,"Howard, Charles and Gardner",b04ad305-4ca5-401b-86d2-d383c90017aa
b14fb750-01b8-4d45-96d9-de5668405bdd,2024-06-03,0,6,Rent,956.48,Income,Credit Card,"Price, Hunter and Casey",5f0c3ee5-8128-4d78-aefc-7c5ad42687aa
6ae33a1a-1a2a-4b2d-8bb6-4f5ab74d79e0,2024-01-13,5,1,Transport,670.49,Income,Bank Transfer,Hines LLC,a1305203-cc72-4f11-9be2-71e50003d09b
9d52c38c-a3af-48cb-8710-fa6629aab1f8,2024-09-05,3,9,Entertainment,996.93,Expense,Credit Card,White and Sons,c6815466-c415-4426-af37-a2361c22abff
2cafd8c0-0333-4211-8fa2-c7dc39660769,2024-11-11,0,11,Groceries,138.05,Expense,Debit Card,"Montoya, Griffith and Baker",fcb9b8e3-faa3-4f11-a1db-7245d1f2a8db
3e54c43e-60c6-4872-be1b-a5dee5e5365a,2024-02-22,3,2,Groceries,44.25,Income,Bank Transfer,Huber-Davis,76cb0846-82f1-44da-8b2c-46dbdf0be051
a14aa4c8-78a6-4002-9a5e-108797118ab2,2024-04-12,4,4,Transport,759.63,Expense,Debit Card,Edwards Inc,f2a5e387-98ed-4c16-ac44-d80721ad8158
ce337def-c0f8-46bd-9ea4-d9b3469abb47,2024-05-07,1,5,Shopping,704.99,Income,Debit Card,"George, Cross and Payne",fd6b3059-a1cf-440f-a5c6-e572393e1d02
a9276404-dd1b-44c3-800e-9bec54dcf6b6,2024-03-29,4,3,Groceries,37.9,Income,Bank Transfer,Duncan-Burton,d7e4a9ea-9d37-4c66-aeb8-ee1f9a5a96c0
58f25b67-9723-472d-aee9-f14e1108d00c,2024-10-19,5,10,Rent,741.33,Income,Credit Card,Raymond Ltd,56f9b2b3-b659-44ad-999c-baf9a5d265b9
79360dd3-b72a-437c-8cd4-f50e222b1dd1,2024-02-25,6,2,Transport,286.76,Income,Debit Card,"Frazier, Miller and Esparza",10d48142-0b4e-4010-b168-b04a924377a4
4d4b2d64-aad8-4414-bf1d-37aa16fe18f8,2024-07-31,2,7,Groceries,45.84,Expense,Debit Card,"Ellis, Miranda and Martinez",6c5b92fb-9b73-4388-a4c8-91144981672e
068442ca-d9c1-4d2d-ac73-0e3035bf4d56,2024-04-02,1,4,Transport,955.53,Income,Cash,"Daniels, Robbins and Noble",00bf94e3-ab61-413d-9083-a6a40dc5bfb6
527d7808-c058-427d-becb-a0a6ac2cae6a,2024-04-19,4,4,Transport,28.66,Expense,Cash,"Walton, Reid and Garcia",a61a5645-e65d-4477-b3c8-e481a787453d
b4710b31-d8ce-4005-872a-ead40fc4c5aa,2024-04-14,6,4,Dining,591.9,Expense,Credit Card,Jensen-Richardson,e93c8172-4300-4a4d-b53b-597d8513167d
99b5d706-5b8c-4739-8a75-9845fdf86210,2024-09-18,2,9,Entertainment,570.19,Income,Bank Transfer,"Nelson, Davis and Moran",8248df78-ad08-4cd3-8446-28f629b471d3
8380186b-e05c-403e-96fd-6f59d04af9e7,2024-04-24,2,4,Shopping,240.72,Income,Debit Card,Gardner Group,0939f12a-91fd-488a-857c-a8bc520ec412
530df200-2c8f-4e55-b164-92ba8c14a123,2024-06-29,5,6,Dining,380.62,Income,Debit Card,Johnson-Brooks,e30a8de8-fe1d-47a7-95a7-fce81e930357
347eec8f-92e2-4f5d-8c53-fdc59b31087f,2024-02-16,4,2,Groceries,162.84,Income,Debit Card,Wood-West,fb785272-0091-477c-bb3b-e5e977439b31
fecc78e0-944a-4134-88b3-b36bd411f54e,2024-06-20,3,6,Entertainment,773.58,Expense,Credit Card,Sandoval-Johnson,17b99eb9-66e4-4b77-ae88-04e7db8cad02
1cdcdff6-468d-4fa1-9643-11016c7be210,2024-09-17,1,9,Groceries,72.39,Income,Debit Card,Hodges Inc,4336c1a9-8abe-426b-9130-76b82bfd69b9
613fa3c6-3479-4c45-8e7d-8965dcbc66f5,2024-11-02,5,11,Dining,620.37,Expense,Credit Card,"Edwards, Frank and Ward",f82aad36-89c0-4ff0-9d4f-4215d46be0f2
0fc44567-bcb0-4d33-b688-9e3b7c003344,2024-03-03,6,3,Shopping,693.18,Income,Credit Card,"Ortiz, Harvey and Anderson",d6bbe5ca-995b-4665-aa75-a86222ef5535
637f6f55-5fe5-471b-9214-7f371c446f27,2024-09-11,2,9,Shopping,991.63,Income,Cash,"Chambers, Vance and Harper",d9d5e87a-0556-4a8c-a2ec-459b6f59a98e
6cba4702-7f51-45b7-ad97-ffc4a51ee90a,2024-07-22,0,7,Dining,416.25,Income,Debit Card,Smith and Sons,d07311ba-5aa7-4e2e-b9ae-4e5fb62e1990
ec42cbcc-06f1-4f34-a333-98e5a8741a3f,2024-01-30,1,1,Shopping,694.72,Income,Credit Card,"Farmer, Green and Haney",9562b6d9-623c-4f37-8714-a715b55e5175
7826754e-c7f7-4e19-b394-46195596806c,2024-02-12,0,2,Health,160.98,Income,Debit Card,Padilla PLC,8ffdfaee-31d6-4141-a17c-ce4d42e817f7
6c51b015-a913-460c-a280-42baed62fc20,2024-05-14,1,5,Shopping,779.1,Income,Credit Card,Harris LLC,b1eae126-830c-424b-9dd8-9ebd912cb8b4
15c40649-b155-48f9-979e-23ce44c11aad,2024-10-07,0,10,Groceries,64.97,Expense,Debit Card,Oconnor Ltd,875bc58d-b4ec-4a21-a3fe-52a4793abbe8
8fa84ec0-1ced-42c8-80b2-2818dee6ac4c,2024-07-12,4,7,Dining,43.76,Income,Bank Transfer,"Davis, Logan and Barker",1eb7687a-1660-4218-ae46-ce15b47b0924
792715d4-cbdf-47de-bbd0-70613b00a810,2024-10-06,6,10,Shopping,853.85,Expense,Debit Card,"Nguyen, Barnett and Moore",3c316398-4415-428a-9800-cb2a33b8ae5d
e7bdb9d2-a126-475d-94df-a6cc468633f6,2024-03-05,1,3,Transport,83.42,Income,Credit Card,Smith-Marshall,2501533f-1929-4656-8315-9755c2299827
9a0889a9-c599-4e2c-bc33-74ae80d3487a,2024-07-09,1,7,Dining,106.78,Expense,Credit Card,Allen-Reese,9dc4ce08-d020-4059-826c-24327c3d7b49
b982fd52-833e-4942-9778-4f4d0a7abcd3,2024-09-07,5,9,Transport,74.1,Income,Bank Transfer,Lee and Sons,d49e13cb-0cee-45c6-bc82-3ba02c348fbf
e1129825-2e59-4091-a447-6cf8f030235d,2024-07-16,1,7,Groceries,164.19,Expense,Debit Card,Torres PLC,b75ffb9c-d06a-44fc-a8a7-b4404b329001
